timestamp,ws,wd,pressure,rh,temp,dew,rain
2000-01-01 01:01:00,1.99,55.23,946.09,35.83,36.56,19.13,0.0
2000-01-01 01:02:00,2.39,55.07,946.19,35.57,36.65,19.17,0.0
2000-01-01 01:03:00,2.37,40.08,946.05,35.02,36.37,18.66,0.0
2000-01-01 01:04:00,1.59,64.14,946.07,34.63,36.52,18.58,0.0
2000-01-01 01:05:00,2.51,39.1,946.17,33.82,36.37,18.12,0.0
2000-01-01 01:06:00,2.35,42.81,946.03,34.42,36.34,18.32,0.0
2000-01-01 01:07:00,2.15,74.25,946.0,34.84,36.43,18.6,0.0
2000-01-01 01:12:00,1.62,12.12,945.94,33.87,36.6,18.33,0.0
2000-01-01 01:13:00,1.51,31.23,945.98,34.47,36.68,18.62,0.0
2000-01-01 01:14:00,2.55,39.71,946.12,34.42,36.78,18.73,0.0
2000-01-01 01:15:00,2.09,33.76,946.04,34.22,36.56,18.53,0.0
2000-01-01 01:16:00,1.64,49.4,945.97,34.8,36.49,18.55,0.0
2000-01-01 01:17:00,2.03,75.6,946.02,34.27,36.66,18.56,0.0
2000-01-01 01:18:00,2.27,73.19,946.1,34.07,36.52,18.39,0.0
2000-01-01 01:19:00,1.26,72.6,946.0,34.0,36.41,18.29,0.0
2000-01-01 01:21:00,1.92,5.86,945.98,34.09,36.69,18.46,0.0
2000-01-01 01:22:00,1.96,7.5,945.99,34.54,36.8,18.81,0.0
2000-01-01 01:23:00,1.17,65.58,945.97,34.38,36.95,18.86,0.0
2000-01-01 01:24:00,2.54,42.64,946.11,34.35,36.97,18.91,0.0
2000-01-01 01:25:00,1.92,39.66,945.91,34.59,36.74,18.73,0.0
2000-01-01 01:26:00,2.68,55.68,945.84,34.22,36.74,18.6,0.0
2000-01-01 01:27:00,3.17,67.0,945.71,34.98,36.61,18.74,0.0
2000-01-01 01:31:00,2.11,118.3,945.47,34.4,36.36,18.27,0.0
2000-01-01 01:32:00,3.34,112.57,945.57,34.26,36.51,18.48,0.0
2000-01-01 01:33:00,2.93,121.58,945.57,34.67,36.47,18.61,0.0
2000-01-01 01:34:00,3.52,127.92,945.53,34.11,36.33,18.23,0.0
2000-01-01 01:35:00,3.77,132.18,945.4,34.21,36.22,18.24,0.0
2000-01-01 01:36:00,0.53,147.74,945.33,34.53,36.52,18.57,0.0
2000-01-01 01:37:00,0.18,158.57,945.69,34.43,37.0,18.91,0.0
2000-01-01 01:38:00,0.8,82.33,946.07,34.29,37.37,19.25,0.0
2000-01-01 01:39:00,2.64,68.75,946.24,34.43,37.26,19.11,0.0
2000-01-01 01:40:00,1.83,51.22,945.98,34.87,37.18,19.16,0.0
2000-01-01 01:41:00,1.17,20.12,945.91,34.16,37.5,19.25,0.0
2000-01-01 01:42:00,0.35,94.17,946.0,34.95,37.76,19.82,0.0
2000-01-01 01:43:00,1.23,136.85,946.19,34.18,37.97,19.59,0.0
2000-01-01 01:44:00,0.81,74.7,946.2,34.0,38.04,19.66,0.0
2000-01-01 01:46:00,2.56,72.99,945.78,34.28,37.55,19.34,0.0
2000-01-01 01:47:00,2.55,44.84,945.58,34.45,37.62,19.42,0.0
2000-01-01 01:49:00,1.96,106.32,945.35,34.04,37.4,19.2,0.0
2000-01-01 01:50:00,1.45,39.06,945.45,33.88,37.64,19.24,0.0
2000-01-01 01:52:00,1.16,55.32,945.72,33.97,37.94,19.49,0.0
2000-01-01 01:53:00,1.78,37.35,945.66,33.19,37.57,18.89,0.0
2000-01-01 01:54:00,0.7,56.96,945.37,33.25,37.53,18.9,0.0
2000-01-01 01:55:00,2.11,135.52,945.33,33.71,37.35,18.92,0.0
2000-01-01 01:58:00,1.99,63.65,945.28,33.67,37.31,18.83,0.0
2000-01-01 02:02:00,1.92,87.85,945.4,33.51,37.6,19.05,0.0
2000-01-01 02:03:00,1.02,50.48,945.33,34.3,37.74,19.57,0.0
2000-01-01 02:04:00,1.22,139.54,945.46,33.08,37.86,19.06,0.0
2000-01-01 02:05:00,0.67,55.53,945.46,33.18,37.99,19.28,0.0
2000-01-01 02:06:00,1.08,85.62,945.51,34.68,38.1,19.96,0.0
2000-01-01 02:07:00,2.83,63.65,945.4,33.39,37.89,19.26,0.0
2000-01-01 02:08:00,2.44,92.38,945.06,33.72,37.53,19.03,0.0
2000-01-01 02:09:00,2.58,65.84,944.91,33.69,37.52,19.05,0.0
2000-01-01 02:10:00,2.1,106.46,944.83,34.03,37.35,19.1,0.0
2000-01-01 02:11:00,2.49,104.85,944.8,34.59,37.36,19.31,0.0
2000-01-01 02:12:00,3.6,105.78,944.82,33.66,37.14,18.69,0.0
2000-01-01 02:13:00,2.14,95.07,944.61,34.1,36.93,18.66,0.0
2000-01-01 02:14:00,2.21,154.85,944.69,34.14,37.09,18.79,0.0
2000-01-01 02:15:00,2.57,149.71,944.7,34.0,36.93,18.59,0.0
2000-01-01 02:16:00,1.22,170.14,944.58,33.98,36.98,18.56,0.0
2000-01-01 02:17:00,1.85,140.55,944.84,33.31,37.41,18.81,0.0
2000-01-01 02:18:00,1.68,126.83,944.9,33.48,37.21,18.8,0.0
2000-01-01 02:19:00,1.59,92.58,944.97,34.49,37.47,19.31,0.0
2000-01-01 02:20:00,1.98,63.19,945.1,34.8,37.68,19.7,0.0
2000-01-01 02:21:00,0.46,81.79,945.22,34.75,38.11,20.02,0.0
2000-01-01 02:22:00,0.75,357.78,945.51,33.2,38.6,19.81,0.0
2000-01-01 02:23:00,1.94,56.55,945.5,33.27,38.23,19.44,0.0
2000-01-01 02:24:00,2.05,65.99,945.26,34.0,37.86,19.47,0.0
2000-01-01 02:25:00,2.29,56.61,944.96,33.27,37.48,18.79,0.0
2000-01-01 02:26:00,1.55,46.21,944.7,33.6,37.58,18.98,0.0
2000-01-01 02:27:00,1.01,31.26,944.73,33.0,37.92,19.23,0.0
2000-01-01 02:28:00,2.43,3.92,944.89,33.21,37.94,19.18,0.0
2000-01-01 02:29:00,2.3,3.67,944.67,33.0,37.74,18.86,0.0
2000-01-01 02:30:00,2.37,10.67,944.56,33.07,37.66,18.82,0.0
2000-01-01 02:32:00,2.23,32.59,944.46,33.52,37.51,18.94,0.0
2000-01-01 02:33:00,1.15,62.99,944.55,33.37,37.64,18.96,0.0
2000-01-01 02:34:00,0.63,56.31,944.7,33.0,37.93,18.96,0.0
2000-01-01 02:35:00,2.6,22.6,944.84,33.25,37.9,19.16,0.0
2000-01-01 02:36:00,1.38,95.65,944.64,33.73,37.84,19.31,0.0
2000-01-01 02:37:00,1.33,116.99,944.66,33.69,37.87,19.32,0.0
2000-01-01 02:38:00,0.51,101.35,944.74,34.0,38.32,19.92,0.0
2000-01-01 02:39:00,0.76,49.41,945.06,33.47,38.69,19.92,0.0
2000-01-01 02:40:00,2.37,46.75,945.08,32.85,38.48,19.55,0.0
2000-01-01 02:41:00,2.99,34.09,944.66,33.0,37.95,19.09,0.0
2000-01-01 02:42:00,1.66,42.67,944.36,33.49,38.0,19.41,0.0
2000-01-01 02:43:00,1.74,44.36,944.39,33.9,38.11,19.58,0.0
2000-01-01 02:44:00,2.22,54.51,944.47,33.25,38.0,19.22,0.0
2000-01-01 02:45:00,2.04,52.47,944.39,33.43,37.93,19.27,0.0
2000-01-01 02:46:00,1.84,63.8,944.33,33.43,38.0,19.4,0.0
2000-01-01 02:47:00,1.55,80.08,944.48,33.58,38.31,19.69,0.0
2000-01-01 02:48:00,2.07,109.24,944.6,33.15,38.22,19.37,0.0
2000-01-01 02:49:00,1.44,130.28,944.44,33.0,37.87,19.02,0.0
2000-01-01 02:50:00,0.79,59.6,944.39,33.72,38.18,19.65,0.0
2000-01-01 02:51:00,1.31,70.67,944.7,33.93,38.63,20.13,0.0
2000-01-01 02:52:00,2.14,42.28,944.66,32.86,38.28,19.24,0.0
2000-01-01 02:53:00,1.25,70.98,944.4,33.14,38.2,19.37,0.0
2000-01-01 02:54:00,1.26,102.07,944.41,33.46,38.39,19.6,0.0
2000-01-01 02:55:00,2.04,71.31,944.53,32.86,38.28,19.27,0.0
2000-01-01 02:56:00,1.75,72.05,944.35,32.66,38.06,18.97,0.0
2000-01-01 02:57:00,0.77,49.22,944.2,32.92,38.05,19.02,0.0
2000-01-01 02:58:00,0.28,212.86,944.3,32.19,38.42,19.14,0.0
2000-01-01 02:59:00,0.53,17.63,944.43,32.0,38.84,19.46,0.0
2000-01-01 03:01:00,2.33,65.88,944.35,33.28,38.31,19.53,0.0
2000-01-01 03:02:00,1.4,26.87,944.15,33.07,38.49,19.6,0.0
2000-01-01 03:03:00,2.58,33.14,944.17,33.27,38.43,19.64,0.0
2000-01-01 03:04:00,1.7,106.35,943.94,33.53,38.27,19.62,0.0
2000-01-01 03:05:00,1.5,118.74,943.85,32.88,38.11,19.17,0.0
2000-01-01 03:06:00,0.39,54.8,943.92,33.0,38.38,19.57,0.0
2000-01-01 03:07:00,1.47,35.99,944.22,33.03,38.82,19.84,0.0
2000-01-01 03:08:00,2.15,34.2,944.27,33.4,38.61,19.86,0.0
2000-01-01 03:09:00,1.58,18.62,944.02,33.07,38.4,19.53,0.0
2000-01-01 03:10:00,1.36,5.43,943.97,32.66,38.45,19.32,0.0
2000-01-01 03:11:00,2.13,43.67,944.0,33.08,38.41,19.45,0.0
2000-01-01 03:12:00,1.42,11.13,943.91,32.82,38.28,19.36,0.0
2000-01-01 03:13:00,1.1,32.13,943.86,33.0,38.42,19.52,0.0
2000-01-01 03:14:00,1.24,84.26,943.97,32.96,38.54,19.61,0.0
2000-01-01 03:15:00,0.79,74.89,944.03,32.36,38.57,19.33,0.0
2000-01-01 03:16:00,1.77,101.09,944.01,32.82,38.56,19.48,0.0
2000-01-01 03:17:00,1.98,99.21,943.75,33.16,38.23,19.43,0.0
2000-01-01 03:18:00,1.05,42.87,943.74,32.88,38.37,19.42,0.0
2000-01-01 03:19:00,0.63,282.04,943.83,32.82,38.78,19.68,0.0
2000-01-01 03:20:00,1.61,56.36,943.99,32.57,38.77,19.69,0.0
2000-01-01 03:21:00,2.82,72.91,943.94,33.02,38.31,19.41,0.0
2000-01-01 03:22:00,2.5,73.46,943.76,33.0,38.33,19.47,0.0
2000-01-01 03:23:00,2.18,53.87,943.64,33.0,38.13,19.33,0.0
2000-01-01 03:24:00,2.19,85.13,943.6,33.0,38.05,19.2,0.0
2000-01-01 03:25:00,2.0,80.65,943.6,33.0,38.13,19.31,0.0
2000-01-01 03:26:00,1.68,72.36,943.62,33.2,38.26,19.44,0.0
2000-01-01 03:27:00,1.37,89.94,943.7,32.67,38.36,19.21,0.0
2000-01-01 03:28:00,1.34,98.44,943.77,32.7,38.49,19.45,0.0
2000-01-01 03:29:00,2.75,124.63,943.82,32.11,38.24,18.96,0.0
2000-01-01 03:30:00,2.26,128.92,943.55,32.74,37.92,18.87,0.0
2000-01-01 03:31:00,1.11,110.58,943.45,33.0,38.04,19.02,0.0
2000-01-01 03:32:00,1.01,44.48,943.64,32.67,38.33,19.24,0.0
2000-01-01 03:33:00,1.34,48.38,943.83,32.4,38.54,19.37,0.0
2000-01-01 03:34:00,3.09,56.88,943.84,32.77,38.26,19.27,0.0
2000-01-01 03:35:00,1.25,45.58,943.54,33.0,38.2,19.28,0.0
2000-01-01 03:36:00,2.49,61.52,943.56,33.0,38.28,19.37,0.0
2000-01-01 03:37:00,1.32,69.11,943.44,33.0,38.11,19.23,0.0
2000-01-01 03:38:00,2.11,51.88,943.62,33.0,38.45,19.55,0.0
2000-01-01 03:40:00,1.15,39.81,943.65,32.83,38.53,19.48,0.0
2000-01-01 03:41:00,2.4,66.32,943.74,33.05,38.35,19.5,0.0
2000-01-01 03:42:00,2.57,36.03,943.55,32.92,38.34,19.42,0.0
2000-01-01 03:43:00,1.68,32.99,943.39,32.05,38.21,18.88,0.0
2000-01-01 03:44:00,0.96,72.35,943.33,32.0,38.25,18.87,0.0
2000-01-01 03:45:00,1.85,121.06,943.54,32.34,38.46,19.26,0.0
2000-01-01 03:46:00,1.96,100.9,943.54,32.65,38.31,19.21,0.0
2000-01-01 03:47:00,1.22,99.08,943.46,32.61,38.36,19.24,0.0
2000-01-01 03:48:00,2.18,128.77,943.51,32.3,38.42,19.13,0.0
2000-01-01 03:49:00,2.43,122.84,943.35,32.32,38.08,18.97,0.0
2000-01-01 03:50:00,2.37,127.0,943.17,32.98,37.88,18.92,0.0
2000-01-01 03:51:00,1.29,141.29,943.14,32.74,37.96,18.93,0.0
2000-01-01 03:54:00,2.07,57.89,943.3,33.0,38.1,19.21,0.0
2000-01-01 03:55:00,1.83,36.29,943.26,33.0,38.4,19.44,0.0
2000-01-01 03:57:00,1.78,66.57,943.13,32.93,38.08,19.09,0.0
2000-01-01 04:01:00,1.53,160.27,943.46,32.95,38.56,19.59,0.0
2000-01-01 04:03:00,3.15,108.37,943.37,32.74,38.32,19.24,0.0
2000-01-01 04:04:00,2.44,120.51,943.12,32.71,38.1,19.08,0.0
2000-01-01 04:05:00,1.92,124.87,943.0,32.77,38.05,19.09,0.0
2000-01-01 04:06:00,1.22,119.63,943.09,32.57,38.25,19.13,0.0
2000-01-01 04:07:00,0.94,126.64,943.2,32.7,38.37,19.3,0.0
2000-01-01 04:08:00,0.84,191.9,943.45,32.33,38.83,19.46,0.0
2000-01-01 04:09:00,0.88,178.61,943.52,32.07,38.62,19.27,0.0
2000-01-01 04:10:00,0.19,41.83,943.5,32.12,39.02,19.56,0.0
2000-01-01 04:11:00,0.47,256.44,943.65,32.0,39.58,20.07,0.0
2000-01-01 04:12:00,0.5,329.74,943.74,31.5,39.87,20.02,0.0
2000-01-01 04:13:00,0.63,50.87,943.73,31.53,39.8,19.94,0.0
2000-01-01 04:14:00,1.99,66.05,943.64,32.74,39.17,20.0,0.0
2000-01-01 04:15:00,2.14,72.63,943.39,32.32,38.75,19.38,0.0
2000-01-01 04:16:00,1.52,59.29,943.11,32.62,38.59,19.48,0.0
2000-01-01 04:17:00,1.63,4.65,942.99,32.39,38.77,19.44,0.0
2000-01-01 04:18:00,0.33,46.33,942.93,32.13,38.99,19.59,0.0
2000-01-01 04:19:00,1.95,113.15,943.17,31.87,38.83,19.27,0.0
2000-01-01 04:20:00,2.06,126.48,943.0,31.77,38.52,19.02,0.0
2000-01-01 04:21:00,0.41,135.56,942.79,32.02,38.63,19.39,0.0
2000-01-01 04:22:00,0.19,212.01,943.05,31.88,39.38,19.75,0.0
2000-01-01 04:23:00,0.28,54.65,943.39,31.92,39.83,20.14,0.0
2000-01-01 04:24:00,0.65,51.57,943.59,31.15,39.76,19.64,0.0
2000-01-01 04:25:00,0.7,71.18,943.46,30.97,39.64,19.5,0.0
2000-01-01 04:26:00,0.68,75.7,943.33,31.43,39.48,19.64,0.0
2000-01-01 04:27:00,0.96,74.73,943.38,31.89,39.64,19.96,0.0
2000-01-01 04:28:00,0.99,62.4,943.32,32.07,39.48,20.02,0.0
2000-01-01 04:30:00,2.79,31.48,943.04,32.0,39.45,19.79,0.0
2000-01-01 04:31:00,3.31,33.39,942.75,31.98,38.99,19.47,0.0
2000-01-01 04:32:00,3.08,5.06,942.36,31.39,38.67,18.92,0.0
2000-01-01 04:33:00,1.78,356.56,942.2,31.41,38.67,19.0,0.0
2000-01-01 04:34:00,1.77,57.2,942.33,31.89,38.67,19.15,0.0
2000-01-01 04:35:00,1.28,40.1,942.49,31.98,38.72,19.27,0.0
2000-01-01 04:37:00,2.28,108.68,942.97,32.26,39.07,19.69,0.0
2000-01-01 04:39:00,2.54,119.27,942.58,31.93,38.47,19.07,0.0
2000-01-01 04:40:00,1.08,164.77,942.4,32.15,38.52,19.14,0.0
2000-01-01 04:42:00,3.2,105.29,942.58,31.6,38.55,18.97,0.0
2000-01-01 04:45:00,0.35,47.93,942.77,31.07,39.0,19.07,0.0
2000-01-01 04:47:00,0.21,257.44,943.13,30.34,40.09,19.63,0.0
2000-01-01 04:48:00,0.24,14.14,943.25,31.6,40.46,20.57,0.0
2000-01-01 04:49:00,0.85,54.46,943.35,31.0,40.21,19.94,0.0
2000-01-01 04:50:00,1.24,54.57,943.18,31.09,39.75,19.71,0.0
2000-01-01 04:51:00,0.34,175.53,942.91,30.32,39.78,19.43,0.0
2000-01-01 04:52:00,0.52,241.55,942.95,30.09,40.24,19.55,0.0
2000-01-01 04:53:00,0.33,224.59,942.99,30.0,40.34,19.52,0.0
2000-01-01 04:54:00,0.9,351.75,943.07,30.0,40.48,19.82,0.0
2000-01-01 04:55:00,1.06,7.55,942.93,30.5,40.17,19.82,0.0
2000-01-01 04:56:00,0.48,353.99,942.77,30.88,39.96,19.68,0.0
2000-01-01 04:57:00,1.53,58.24,942.78,31.3,39.76,19.85,0.0
2000-01-01 04:58:00,2.5,41.53,942.57,31.68,39.29,19.52,0.0
2000-01-01 04:59:00,2.89,41.37,942.27,31.88,39.0,19.39,0.0
2000-01-01 05:00:00,3.61,49.39,941.98,31.55,38.61,18.97,0.0
2000-01-01 05:01:00,2.47,51.64,941.8,32.0,38.49,19.06,0.0
2000-01-01 05:02:00,2.12,71.97,941.82,32.0,38.58,19.21,0.0
2000-01-01 05:03:00,1.52,72.49,942.01,32.55,38.65,19.46,0.0
2000-01-01 05:04:00,0.75,24.81,942.15,32.0,38.97,19.51,0.0
2000-01-01 05:06:00,2.42,30.11,942.31,32.18,38.89,19.56,0.0
2000-01-01 05:07:00,1.85,43.82,942.22,31.85,38.71,19.22,0.0
2000-01-01 05:08:00,0.28,0.67,942.22,31.95,39.1,19.56,0.0
2000-01-01 05:09:00,0.25,338.22,942.41,31.07,39.31,19.39,0.0
2000-01-01 05:10:00,0.25,40.37,942.6,31.22,39.68,19.69,0.0
2000-01-01 05:11:00,0.97,58.63,942.79,31.61,39.44,19.7,0.0
2000-01-01 05:12:00,0.64,157.4,942.7,31.18,39.45,19.43,0.0
2000-01-01 05:14:00,0.58,58.43,942.62,30.94,39.49,19.29,0.0
2000-01-01 05:16:00,2.0,69.22,942.36,31.41,38.68,18.92,0.0
2000-01-01 05:17:00,1.72,68.72,942.2,31.59,38.75,19.12,0.0
2000-01-01 05:18:00,0.83,79.35,942.15,31.57,38.85,19.2,0.0
2000-01-01 05:19:00,1.13,92.16,942.32,31.52,39.17,19.46,0.0
2000-01-01 05:20:00,0.34,76.0,942.36,31.21,39.42,19.61,0.0
2000-01-01 05:21:00,2.15,69.52,942.49,31.83,39.06,19.46,0.0
2000-01-01 05:22:00,1.32,67.39,942.25,31.28,38.67,18.84,0.0
2000-01-01 05:23:00,0.43,133.31,942.17,30.68,38.95,18.79,0.0
2000-01-01 05:24:00,0.44,34.74,942.21,31.0,39.34,19.2,0.0
2000-01-01 05:25:00,1.24,37.31,942.32,31.09,39.35,19.43,0.0
2000-01-01 05:26:00,0.93,13.5,942.25,30.48,39.29,19.02,0.0
2000-01-01 05:27:00,0.5,36.15,942.17,30.0,39.5,19.0,0.0
2000-01-01 05:28:00,0.09,45.39,942.2,30.02,39.76,19.24,0.0
2000-01-01 05:29:00,0.2,21.59,942.28,31.33,40.14,20.22,0.0
2000-01-01 05:30:00,0.44,90.67,942.39,31.21,40.14,20.2,0.0
2000-01-01 05:31:00,0.17,116.4,942.4,32.22,40.29,20.74,0.0
2000-01-01 05:32:00,0.61,86.64,942.44,31.43,40.36,20.38,0.0
2000-01-01 05:33:00,0.61,79.77,942.44,30.23,40.02,19.62,0.0
2000-01-01 05:34:00,0.65,82.24,942.4,30.82,39.89,19.64,0.0
2000-01-01 05:35:00,0.27,65.32,942.33,31.0,40.01,19.78,0.0
2000-01-01 05:36:00,0.81,53.06,942.4,31.37,40.14,20.08,0.0
2000-01-01 05:37:00,1.41,56.17,942.34,32.48,39.63,20.32,0.0
2000-01-01 05:38:00,1.35,53.85,942.13,32.32,39.22,19.84,0.0
2000-01-01 05:39:00,1.24,42.7,941.94,31.05,39.33,19.45,0.0
2000-01-01 05:40:00,2.06,65.9,941.89,31.57,39.02,19.35,0.0
2000-01-01 05:41:00,2.06,62.46,941.71,32.0,38.75,19.27,0.0
2000-01-01 05:42:00,2.39,58.37,941.64,31.87,38.55,19.08,0.0
2000-01-01 05:43:00,1.3,78.86,941.58,32.15,38.68,19.25,0.0
2000-01-01 05:44:00,0.92,75.94,941.69,31.86,38.77,19.26,0.0
2000-01-01 05:45:00,0.96,60.92,941.82,31.6,38.99,19.33,0.0
2000-01-01 05:46:00,0.83,94.78,941.98,31.19,39.0,19.16,0.0
2000-01-01 05:47:00,0.9,39.16,942.04,30.87,39.17,19.17,0.0
2000-01-01 05:48:00,1.3,45.98,942.1,30.87,39.09,18.94,0.0
2000-01-01 05:49:00,1.31,45.73,942.1,31.82,38.93,19.28,0.0
2000-01-01 05:50:00,1.33,9.83,942.05,31.02,38.93,18.94,0.0
2000-01-01 05:51:00,0.57,332.82,942.0,30.42,39.12,18.86,0.0
2000-01-01 05:52:00,0.3,330.88,942.12,30.3,39.51,19.16,0.0
2000-01-01 05:53:00,0.84,46.45,942.32,30.74,39.64,19.35,0.0
2000-01-01 05:54:00,1.28,49.61,942.4,31.33,39.36,19.44,0.0
2000-01-01 05:56:00,1.61,32.91,942.2,31.0,38.96,18.92,0.0
2000-01-01 05:57:00,2.04,29.56,942.09,31.0,38.82,18.8,0.0
2000-01-01 05:58:00,2.04,42.29,942.0,31.05,38.71,18.82,0.0
2000-01-01 05:59:00,1.33,52.0,941.91,31.45,38.63,18.97,0.0
2000-01-01 06:00:00,1.74,65.4,941.99,31.9,38.52,19.01,0.0
2000-01-01 06:01:00,1.32,54.77,941.98,32.0,38.52,19.07,0.0
2000-01-01 06:02:00,1.9,43.32,941.97,32.0,38.59,19.18,0.0
2000-01-01 06:03:00,1.04,53.66,941.9,32.0,38.62,19.11,0.0
2000-01-01 06:04:00,1.04,86.59,941.97,32.0,38.72,19.3,0.0
2000-01-01 06:05:00,1.05,64.88,942.06,32.72,38.75,19.65,0.0
2000-01-01 06:06:00,1.4,75.3,942.08,32.78,38.5,19.47,0.0
2000-01-01 06:07:00,1.32,62.13,942.04,32.36,38.56,19.33,0.0
2000-01-01 06:08:00,0.96,94.02,942.06,32.4,38.63,19.42,0.0
2000-01-01 06:09:00,0.92,88.93,942.1,32.0,38.67,19.22,0.0
2000-01-01 06:10:00,1.39,63.52,942.19,32.0,38.75,19.35,0.0
2000-01-01 06:11:00,2.11,62.22,942.2,32.04,38.49,19.21,0.0
2000-01-01 06:12:00,1.06,74.18,942.13,31.53,38.49,18.83,0.0
2000-01-01 06:13:00,0.89,71.49,942.15,32.0,38.66,19.18,0.0
2000-01-01 06:14:00,2.18,58.69,942.26,31.88,38.6,19.09,0.0
2000-01-01 06:15:00,2.08,60.62,942.19,31.82,38.33,18.79,0.0
2000-01-01 06:16:00,1.35,66.16,942.1,31.88,38.48,18.89,0.0
2000-01-01 06:17:00,1.94,55.83,942.14,31.93,38.4,18.95,0.0
2000-01-01 06:18:00,1.28,69.44,942.1,31.98,38.28,18.89,0.0
2000-01-01 06:21:00,1.48,66.69,942.1,32.0,38.34,18.97,0.0
2000-01-01 06:22:00,3.06,58.84,942.17,32.0,38.15,18.81,0.0
2000-01-01 06:23:00,2.15,78.13,942.1,32.62,38.07,18.95,0.0
